activityId,actors,category,subcategory,city
814,,话剧歌剧,音乐剧,宁波
815,,话剧歌剧,话剧,广州
816,,展览休闲,展会,长春
817,,儿童亲子,其他儿童亲子,南京
818,,展览休闲,展会,郑州
819,,展览休闲,展会,宁波
820,,儿童亲子,其他儿童亲子,株洲
821,,舞蹈芭蕾,舞蹈,长沙
822,,话剧歌剧,话剧,金华
823,,演唱会,其他演唱会,上海
824,,音乐会,其他音乐会,厦门
825,,音乐会,其他音乐会,青岛
826,,舞蹈芭蕾,舞蹈,南京
827,,音乐会,其他音乐会,南京
828,,演唱会,其他演唱会,西安
829,,展览休闲,展会,合肥
830,,话剧歌剧,话剧,成都
831,,音乐会,其他音乐会,上海
832,,音乐会,其他音乐会,上海
833,,音乐会,其他音乐会,南通
834,,话剧歌剧,话剧,武汉
835,,话剧歌剧,话剧,深圳
836,,演唱会,其他演唱会,杭州
837,,话剧歌剧,话剧,成都
838,,儿童亲子,其他儿童亲子,潍坊
839,,话剧歌剧,话剧,南京
840,,展览休闲,展会,上海
841,,儿童亲子,其他儿童亲子,重庆
842,,展览休闲,特色体验,上海
843,,儿童亲子,其他儿童亲子,上海
844,,儿童亲子,其他儿童亲子,金华
845,,展览休闲,其他展览休闲,江门
846,,儿童亲子,其他儿童亲子,重庆
847,,展览休闲,其他展览休闲,上海
848,,展览休闲,展会,北京
849,,展览休闲,展会,上海
