activityTags,actors,business,categoryid,categoryname,cityid,cityname,couponTags,description,id,imgurl,isAtmospheric,iseticket,isgeneralagent,issuperticket,isxuanzuo,name,nameNoHtml,price,price_str,pricehigh,privilegeTags,projectid,promotionTags,showstatus,showtag,showtime,sitestatus,subcategoryid,subcategoryname,subhead,venue,venuecity,venueid,verticalPic
[],艺人：李云迪,0,2,音乐会,913,珠海,[],艺人：李云迪,1_1_607709752894,1782130232,False,0,1,0,0,李云迪奏鸣曲2019世界巡回钢琴独奏音乐会-珠海站,李云迪奏鸣曲2019世界巡回钢琴独奏音乐会-珠海站,380.0,380-1380,1380.0,[],607709752894,[],售票中,,2020.05.16-12.31,3,15,独奏,,珠海国际会展中心,珠海,874006,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01VSs3622GdSDPuDCCI_!!2251059038.jpg
[],,0,0,儿童亲子,386,泉州,[],,1_1_606887867689,1773911380,False,0,0,0,0,【小橙堡】奇思妙想童话剧《白雪公主》一泉州站,【小橙堡】奇思妙想童话剧《白雪公主》一泉州站,80.0,80-120,120.0,[],606887867689,[],售票中,,2020.11.01 周日,3,0,,,泉州木偶剧院,泉州,92186,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01ZdQiUZ2GdSD3rTYNb_!!0-item_pic.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_597419788075,1679230584,False,0,1,0,0,《绿野仙踪》+3D博物馆+数字海洋馆 三馆通票,《绿野仙踪》+3D博物馆+数字海洋馆 三馆通票,68.0,68-118,118.0,[],597419788075,[],售票中,,2020.01.08-12.31,3,38,展会,,北京·751活的3D博物馆,北京,91751,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01Sfy6xC2GdSDNNOQkQ_!!2251059038.jpg
[],艺人：广州交响乐团,0,2,音乐会,893,广州,[],艺人：广州交响乐团,1_1_599131135864,1696344062,False,0,0,0,0,余隆演绎马勒第五交响曲 广州交响乐团2019/20音乐季闭幕音乐会,余隆演绎马勒第五交响曲 广州交响乐团2019/20音乐季闭幕音乐会,380.0,380-680,680.0,[],599131135864,[],售票中,,2020.07.18 周六 20:00,3,18,其他,,星海音乐厅(交响乐演奏厅),广州,590059,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01YJXtfY2GdSBegnosZ_!!0-item_pic.jpg
[],,0,7,展览休闲,1377,成都,[],,1_1_611334197756,1818374681,False,0,1,0,0,插画设计课程,插画设计课程,88.0,88,88.0,[],611334197756,[],售票中,,2020.02.02-12.31,3,39,特色体验,,美洲花园棕榈湾,成都,1372017,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01GbzK5m2GdSE3xVGaI_!!2251059038.jpg
[],,0,7,展览休闲,1377,成都,[],,1_1_611558934422,1820622048,False,0,1,0,0,轻团建·火星时光——万箭齐发/炫酷飞镖,轻团建·火星时光——万箭齐发/炫酷飞镖,40.0,40-1288,1288.0,[],611558934422,[],售票中,,2020.01.17-12.31,3,39,特色体验,,轻团建·火星时光,成都,2592001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01VogN782GdSE1sUW3C_!!2251059038.jpg
[],艺人：王嘉尔、盘尼西林,0,6,体育,2374,张家口,[],艺人：王嘉尔、盘尼西林,1_1_611307669735,1818109401,False,0,1,0,0,2020 X GAMES世界极限运动会冬季赛 崇礼站,2020 X GAMES世界极限运动会冬季赛 崇礼站,380.0,380-7680,7680.0,[],611307669735,[],售票中,,2020.02.21-12.31,3,207,其他,,张家口市崇礼区密苑云顶乐园,张家口,2594009,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01AocQTH2GdSE4XDEP1_!!2251059038.jpg
[],艺人：DearJane,0,1,演唱会,917,东莞,[],艺人：DearJane,1_1_610992320975,1814955913,False,0,1,0,0,生和堂之夜Dear Jane 摇滚的浪漫音乐会东莞站,生和堂之夜Dear Jane 摇滚的浪漫音乐会东莞站,280.0,280-480,480.0,[],610992320975,[],售票中,,2020.03.07-12.31,3,13,其他,,东莞市影剧院,东莞,57966,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN016l1oi62GdSE3ju43x_!!2251059038.jpg
[],艺人：Madilyn Bailey,0,1,演唱会,1038,南京,[],艺人：Madilyn Bailey,1_1_611608479032,1821117494,False,0,1,0,0,Madilyn Bailey Tastes Like Karma Tour 2020 巡演-南京站,Madilyn Bailey Tastes Like Karma Tour 2020 巡演-南京站,380.0,380-680,680.0,[],611608479032,[],售票中,,2020.04.01-12.31,3,13,其他,,欧拉艺术空间,南京,60877,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01Uj1K7U2GdSE1Alipc_!!2251059038.jpg
[],,0,7,展览休闲,872,上海,[],,1_1_610812756554,1813160269,False,0,1,0,0,「开展营业中」陈伯吹国际儿童文学奖原创插画展五周年特展,「开展营业中」陈伯吹国际儿童文学奖原创插画展五周年特展,78.0,78-98,98.0,[],610812756554,[],售票中,,2020.06.30-08.23,3,38,展会,,朵云轩艺术中心,上海,60531,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01WfRfBT2GdSEya1NBq_!!2251059038.png
[],艺人：林奕匡,0,1,演唱会,923,佛山,[],艺人：林奕匡,1_1_611229102798,1817323731,False,0,1,0,0,林奕匡PhilRomantics2020巡回演唱会-顺德站,林奕匡PhilRomantics2020巡回演唱会-顺德站,280.0,280-480,480.0,[],611229102798,[],售票中,,2020.03.14-12.30,3,9,流行,,佛山市顺德演艺中心,佛山,1001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01kRa4AZ2GdSE1R3mHL_!!2251059038.jpg
"[{'id': 176633, 'name': '亲子套票优惠'}]",,0,0,儿童亲子,200,重庆,[],,1_1_611451991670,1819552620,False,0,1,0,1,【小橙堡】格林童话经典人偶剧《睡美人》,【小橙堡】格林童话经典人偶剧《睡美人》,50.0,50-240,240.0,[],611451991670,[],售票中,,2020.12.05 周六,3,0,,,重庆文化宫大剧院,重庆,998,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01R2Lmhz2GdSDz84nmB_!!0-item_pic.jpg
[],,0,5,曲苑杂坛,872,上海,[],,1_1_610718048282,1812213186,False,0,0,0,0,于魁智、李胜素领衔中国国家京剧院一团：《白蛇传·断桥》《失街亭·空城计·斩马谡》《凤还巢》《龙凤呈祥》（三场连看套票专用链接）,于魁智、李胜素领衔中国国家京剧院一团：《白蛇传·断桥》《失街亭·空城计·斩马谡》《凤还巢》《龙凤呈祥》（三场连看套票专用链接）,2640.0,2640-3240,3240.0,[],610718048282,[],售票中,,2020.11.13-11.15,3,31,戏曲,,美琪大戏院,上海,57,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01h0Rb5i2GdSE0CjXCx_!!2251059038.jpg
[],艺人：雾虹,0,1,演唱会,872,上海,[],艺人：雾虹,1_1_611422891307,1819261617,False,0,1,0,0,三月街头漫游|DSPS＆雾虹联合巡演 上海站,三月街头漫游|DSPS＆雾虹联合巡演 上海站,138.0,138-168,168.0,[],611422891307,[],售票中,,2020.03.08-12.31,3,13,其他,,育音堂(音乐公园店),上海,1061023,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01aw6rdK2GdSE0sOGdN_!!2251059038.jpg
[],,0,2,音乐会,1835,济南,[],,1_1_610767101777,1812703721,False,0,1,0,1,2020爱在泉城陈萨钢琴独奏音乐会,2020爱在泉城陈萨钢琴独奏音乐会,180.0,180-880,880.0,[],610767101777,[],售票中,,2020.05.10-12.31,3,18,其他,,山东省会大剧院音乐厅,济南,56713,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01akfWHh2GdSDyBzb6z_!!2251059038.jpg
[],艺人：雾虹,0,1,演唱会,1597,宁波,[],艺人：雾虹,1_1_611240907584,1817441779,False,0,1,0,0,三月街头漫游：DSPS＆雾虹 联合巡演 宁波站,三月街头漫游：DSPS＆雾虹 联合巡演 宁波站,138.0,138,138.0,[],611240907584,[],售票中,,2020.10.18 周日 19:30,3,13,其他,,宁波灯塔音乐现场,宁波,81615,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01zD0V9D2GdSDmLvP8M_!!2251059038.jpg
[],,0,2,音乐会,586,武汉,[],,1_1_610673453300,1811767237,False,0,0,0,0,浩洋室内乐·伟大作曲家系列之三：流浪岁月—舒伯特钢琴三重奏全集音乐会,浩洋室内乐·伟大作曲家系列之三：流浪岁月—舒伯特钢琴三重奏全集音乐会,50.0,50-180,180.0,[],610673453300,[],售票中,,2020.11.29 周日 19:30,3,18,其他,,武汉琴台音乐厅,武汉,1112,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01BbmAuB2GdSDuyxws1_!!0-item_pic.jpg
[],艺人：曹轩宾,0,1,演唱会,2148,郑州,[],艺人：曹轩宾,1_1_610511089316,1810143597,False,0,1,0,0,曹轩宾「我」2020年巡回演唱会 郑州站,曹轩宾「我」2020年巡回演唱会 郑州站,150.0,150,150.0,[],610511089316,[],售票中,,2020.09.06 周日 20:30,3,13,其他,,7LIVEHOUSE,郑州,1540,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01E6YPn62GdSEe3gj6g_!!0-item_pic.jpg
[],艺人：曹轩宾,0,1,演唱会,1580,杭州,[],艺人：曹轩宾,1_1_610925695886,1814289662,False,0,1,0,0,曹轩宾「我」2020年巡回演唱会 杭州站,曹轩宾「我」2020年巡回演唱会 杭州站,150.0,150-200,200.0,[],610925695886,[],售票中,,2020.09.20 周日 20:30,3,13,其他,,MAO Livehouse杭州,杭州,60608,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN0101JWUH2GdSEBmj8ha_!!2251059038.jpg
[],,0,0,儿童亲子,906,深圳,[],,1_1_610523743541,1810270139,False,0,0,0,0,【小橙堡】神奇泡泡之科学音乐剧《爱迪生的泡泡实验室》,【小橙堡】神奇泡泡之科学音乐剧《爱迪生的泡泡实验室》,80.0,80-200,200.0,[],610523743541,[],售票中,,2020.11.01-11.29,3,0,,,南山文体中心剧院小剧院(重复),深圳,1486002,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01KHONoL2GdSDlCeJr2_!!0-item_pic.jpg
[],,0,0,儿童亲子,1835,济南,[],,1_1_610199982866,1807032532,False,0,1,0,1,经典童话剧《木偶奇遇记》--济南站,经典童话剧《木偶奇遇记》--济南站,30.0,30-90,90.0,[],610199982866,[],售票中,,2020.03.14-12.31,3,0,,,济南儿童艺术剧院宝贝剧场,济南,61293,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01LhjRJX2GdSDlPjJcu_!!2251059038.jpg
[],,0,7,展览休闲,586,武汉,[],,1_1_610427731537,1809310019,False,0,0,0,0,武汉梵高星空艺术馆,武汉梵高星空艺术馆,60.0,60,60.0,[],610427731537,[],售票中,,2020.03.01-12.31,3,38,展会,,欧亚达家居广场4楼(汉口火车站旁),武汉,2593003,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01Ms3l0g2GdSDgoXlWn_!!2251059038.jpg
[],,0,7,展览休闲,3167,呼和浩特,[],,1_1_610112779103,1806160495,False,0,1,0,0,「开展营业中」COLORMIX《白日寻梦—不止作乐》主题展呼和浩特,「开展营业中」COLORMIX《白日寻梦—不止作乐》主题展呼和浩特,60.0,60-160,160.0,[],610112779103,[],售票中,,2020.06.02-07.31,3,38,展会,,振华广场,呼和浩特,2582001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01N1cAfb2GdSDgsxRMa_!!2251059038.jpg
[],,0,2,音乐会,872,上海,[],,1_1_608362605726,1788658761,False,0,1,0,1,美丽心灵---大师的启蒙钢琴音乐会,美丽心灵---大师的启蒙钢琴音乐会,88.0,88-228,228.0,[],608362605726,[],售票中,,2020.08.22 周六 19:30,3,18,其他,,黄浦剧场-小剧场,上海,61355,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01KSyL9w2GdSDT84OEG_!!2251059038.jpg
[],,0,2,音乐会,906,深圳,[],,1_1_608764227299,1792674976,False,0,0,0,0,宫崎骏2020动漫视听音乐会系列—千与千寻-深圳站,宫崎骏2020动漫视听音乐会系列—千与千寻-深圳站,9.9,9.9-280,280.0,[],608764227299,[],售票中,,2020.05.29-12.31,3,18,其他,,南山文体中心剧院小剧院(重复),深圳,1486002,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01ocUmLM2GdSDN85wU3_!!0-item_pic.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_607880002939,1783832733,False,0,1,0,0,【亲子】小小奶牛饲养员！亲子探秘奶牛场、喂奶牛、挤牛奶！,【亲子】小小奶牛饲养员！亲子探秘奶牛场、喂奶牛、挤牛奶！,80.0,80,80.0,[],607880002939,[],售票中,,2020.07.12-07.25,3,0,,,中国农机院农机试验站,北京,1553009,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01XmRNSA2GdSDOzP8K2_!!2-item_pic.png
[],,0,0,儿童亲子,2495,石家庄,[],,1_1_607693334224,1781966046,False,0,0,0,0,【小橙堡】多媒体创意改编童话剧《小王子》-石家庄站,【小橙堡】多媒体创意改编童话剧《小王子》-石家庄站,50.0,50-120,120.0,[],607693334224,[],售票中,,2020.08.02 周日,3,0,,,石家庄市青少年活动中心礼堂,石家庄,2408001,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01cK6coY2GdSDIH38SK_!!0-item_pic.jpg
"[{'id': 20617, 'name': '立减'}]",,0,7,展览休闲,852,北京,[],,1_1_587600646094,1581039164,False,0,1,0,0,【游娱联盟】零号工厂（战争越狱题材）,【游娱联盟】零号工厂（战争越狱题材）,228.0,228,228.0,[],587600646094,[],售票中,,2019.02.23-2021.02.22,3,39,特色体验,,游娱联盟,北京,1258037,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN018koHhT2GdSBoc2YGr_!!0-item_pic.jpg
[],艺人：周希希,0,0,儿童亲子,1580,杭州,[],艺人：周希希,1_1_609160822904,1796640933,False,0,1,0,1,猫和老鼠的莫扎特——古典音乐启蒙钢琴名曲趣味视听音乐会,猫和老鼠的莫扎特——古典音乐启蒙钢琴名曲趣味视听音乐会,80.0,80-280,280.0,[],609160822904,[],售票中,,2020.11.15 周日 14:30,3,0,,,杭州剧院,杭州,365,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01Q7hdju2GdSDXo8du8_!!2251059038.jpg
[],,0,7,展览休闲,1077,常州,[],,1_1_602762693773,1732659641,False,0,1,0,0,常州梵高星空艺术馆,常州梵高星空艺术馆,29.0,29-79,79.0,[],602762693773,[],售票中,,2019.10.15-2021.09.30,3,38,展会,,常州梵高星空艺术馆,常州,2246010,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01qdP3M42GdSCbK5Ou5_!!0-item_pic.jpg
[],,0,4,舞蹈芭蕾,1087,苏州,[],,1_1_610799249537,1813025199,False,0,0,0,1,新现场·高清放映：莫斯科轻歌剧院《安娜·卡列尼娜》（合作）,新现场·高清放映：莫斯科轻歌剧院《安娜·卡列尼娜》（合作）,100.0,100-200,200.0,[],610799249537,[],售票中,,2020.07.19 周日,3,24,舞蹈,,苏州大道喜剧院(原苏州文化艺术中心演艺厅),苏州,1554029,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01kO6Njg2GdSDvokzdW_!!2251059038.png
[],,0,0,儿童亲子,2148,郑州,[],,1_1_611684154540,1821874249,False,0,1,0,1,大型奇幻冒险儿童剧《圆梦恐龙岛》,大型奇幻冒险儿童剧《圆梦恐龙岛》,39.0,39-220,220.0,[],611684154540,[],售票中,,2020.04.05-12.31,3,0,,,郑州小皇后大剧场,郑州,1179040,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01tQmgg02GdSE6OFzlk_!!2251059038.jpg
[],艺人：新裤子、痛仰乐队、刺猬乐队、Click#15、九连真人,0,1,演唱会,852,北京,[],艺人：新裤子、痛仰乐队、刺猬乐队、Click#15、九连真人,1_1_611148807462,1816520778,False,0,1,0,0,乐队的夏天HOT巡演-北京站（演出取消）,乐队的夏天HOT巡演-北京站（演出取消）,380.0,380-1280,1280.0,[],611148807462,[],售票中,,2020.02.21-12.31,3,13,其他,,凯迪拉克中心,北京,682,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01sILrBy2GdSDpqxooo_!!2251059038.jpg
[],艺人：任贤齐,0,1,演唱会,906,深圳,[],艺人：任贤齐,1_1_607982883691,1784861540,False,0,1,0,1,2020任贤齐【齐迹】演唱会-深圳站,2020任贤齐【齐迹】演唱会-深圳站,399.0,399-1299,1299.0,[],607982883691,[],售票中,,2020.03.21-12.31,3,13,其他,,"华润深圳湾体育中心""春茧""体育馆",深圳,53040,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01R0AvZ32GdSDNHZtJp_!!0-item_pic.jpg
[],艺人：杨千嬅,0,1,演唱会,2037,柳州,[],艺人：杨千嬅,1_1_609530171491,1800334418,False,0,1,0,0,My Beautiful Live 杨千嬅世界巡回演唱会-柳州站,My Beautiful Live 杨千嬅世界巡回演唱会-柳州站,198.0,198-998,998.0,[],609530171491,[],售票中,,2020.03.14-12.31,3,9,流行,,柳州体育中心体育场,柳州,53426,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01UDhu0q2GdSDZ0Hnz3_!!2251059038.jpg
"[{'id': 169903, 'name': '优惠'}]",,0,3,话剧歌剧,1580,杭州,[],,1_1_610030276638,1805335470,False,0,0,0,1,年度烧脑悬疑剧《福尔摩斯与莫里亚蒂》,年度烧脑悬疑剧《福尔摩斯与莫里亚蒂》,80.0,80-380,380.0,[],610030276638,[],售票中,,2020.10.16-10.17,3,19,话剧,,杭州大剧院(歌剧院),杭州,364,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01xryHsI2GdSDpHE5cS_!!2251059038.png
[],,0,7,展览休闲,1209,天津,[],Moi密室—于家堡店,1_1_146938,1469,False,0,1,0,0,Moi密室—于家堡店,Moi密室—于家堡店,120.0,120-1200,1200.0,[],146938,[],售票中,,2018.10.01-2019.2.28,3,39,特色体验,Moi密室—于家堡店,宝风大厦3F-1-5,天津,23261090,https://pimg.dmcdn.cn/perform/project/1469/146938_n.jpg?_t=1535624572416
[],,0,5,曲苑杂坛,852,北京,[],长安大戏院11月28日 2020年常秋月流派剧目展演——京剧《大保国·探皇陵·二进宫》,1_1_180733,1807,False,0,1,0,1,长安大戏院11月28日 2020年常秋月流派剧目展演——京剧《大保国·探皇陵·二进宫》,长安大戏院11月28日 2020年常秋月流派剧目展演——京剧《大保国·探皇陵·二进宫》,50.0,价格待定,880.0,[],180733,[],退票中,,2020.11.28  19:30,11,31,戏曲,长安大戏院11月28日 2020年常秋月流派剧目展演——京剧《大保国·探皇陵·二进宫》,长安大戏院,北京,69,https://pimg.dmcdn.cn/perform/project/1807/180733_n.jpg?_t=1578474974399
[],,0,6,体育,872,上海,[],玩命跑“FUN FOR YOUR LIVES”,1_1_180591,1805,False,0,1,0,0,玩命跑“FUN FOR YOUR LIVES”——上海站,玩命跑“FUN FOR YOUR LIVES”——上海站,0.0,价格待定,388.0,[],180591,[],退票中,,待定,11,201,田径,玩命跑“FUN FOR YOUR LIVES”,Sunland Green 森兰绿地,上海,81673,https://pimg.dmcdn.cn/perform/project/1805/180591_n.jpg?_t=1577253798520
[],,0,3,话剧歌剧,1835,济南,[],,1_1_610318889275,1808221596,False,0,1,0,1,话剧《苏东坡》四川人民艺术剧院--济南站,话剧《苏东坡》四川人民艺术剧院--济南站,0.0,价格待定,10000000.0,[],610318889275,[],售票中,,时间待定,3,19,话剧,,济南历山剧院,济南,340,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01Loewxa2GdSDqZYBzd_!!2251059038.jpg
[],,0,4,舞蹈芭蕾,81,乌鲁木齐,[],,1_1_201055044,2010550,False,0,0,0,0,南山大型实景神话音乐剧《昆仑之约》,南山大型实景神话音乐剧《昆仑之约》,0.0,价格待定,10000000.0,[],201055044,[],未开售,,时间待定,3,24,舞蹈,,,乌鲁木齐,0,http://damai-mx-partner-admin.oss-cn-beijing.aliyuncs.com/a4d24166-94c6-4eb6-a92c-e4a8b67de5ec.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_203261001,2032610,False,0,0,0,0,西班牙|互动多媒体舞蹈旅行剧《开小差》,西班牙|互动多媒体舞蹈旅行剧《开小差》,0.0,价格待定,10000000.0,[],203261001,[],未开售,,2020.05.28~2020.06.07,3,0,,,天桥艺术中心-多功能厅,北京,0,http://damai-mx-partner-admin.oss-cn-beijing.aliyuncs.com/a652a561-2116-48ef-8c0c-5c5a320cc0f3.jpg
[],,0,0,儿童亲子,3167,呼和浩特,[],,1_1_200455035,2004550,False,0,0,0,0,戏胞有艺思超级飞侠《多多帮帮忙》豪华亲子舞台剧,戏胞有艺思超级飞侠《多多帮帮忙》豪华亲子舞台剧,0.0,价格待定,10000000.0,[],200455035,[],未开售,,时间待定,3,0,,,,呼和浩特,0,http://damai-mx-partner-admin.oss-cn-beijing.aliyuncs.com/710eb0a6-ab7e-4777-8b97-28df800809ec.jpeg
[],,0,1,演唱会,1209,天津,[],,1_1_202751037,2027510,False,0,0,0,0,林宥嘉idol世界巡回演唱会天津站,林宥嘉idol世界巡回演唱会天津站,0.0,价格待定,10000000.0,[],202751037,[],未开售,,2020.05.02 周六,3,13,其他,,天津体育馆,天津,0,http://damai-mx-partner-admin.oss-cn-beijing.aliyuncs.com/af57eda1-4a3c-48ab-b35b-46d95cdf15ca.jpg
[],,0,0,儿童亲子,906,深圳,[],,1_1_609755764430,1802590348,False,0,0,0,0,【小橙堡】 冒险经典童话剧《糖果屋》,【小橙堡】 冒险经典童话剧《糖果屋》,80.0,80-200,200.0,[],609755764430,[],售票中,,2020.07.12-07.26,3,0,,,南山文体中心剧院小剧院(重复),深圳,1486002,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01OaXsgH2GdSDmovNlv_!!2251059038.jpg
[],艺人：陈佩斯、杨立新,0,3,话剧歌剧,1580,杭州,[],艺人：陈佩斯、杨立新,1_1_611873143533,1823764139,False,0,1,0,1,陈佩斯、杨立新主演话剧《戏台》,陈佩斯、杨立新主演话剧《戏台》,280.0,280-880,880.0,[],611873143533,[],售票中,,2020.10.31-11.01,3,19,话剧,,余杭大剧院,杭州,1537033,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN016VlcCj2GdSE4gr81K_!!2251059038.jpg
[],,0,3,话剧歌剧,1377,成都,[],,1_1_608052592721,1785558631,False,0,1,0,1,北京未爱剧社 成都初相遇剧场荣誉出品《一个罗密欧 两个朱丽叶》,北京未爱剧社 成都初相遇剧场荣誉出品《一个罗密欧 两个朱丽叶》,99.0,99-150,150.0,[],608052592721,[],售票中,,2020.07.08-07.16,3,19,话剧,,初相遇剧场·文殊院店,成都,1592021,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01pv0Mv22GdSDRAliYm_!!0-item_pic.jpg
[],艺人：林盛斌,0,3,话剧歌剧,893,广州,[],艺人：林盛斌,1_1_611700026921,1822032973,False,0,1,0,1,2020 林盛斌 “BOB‘S UP 栋笃笑” 广州站,2020 林盛斌 “BOB‘S UP 栋笃笑” 广州站,280.0,280-680,680.0,[],611700026921,[],售票中,,2020.07.26 周日 20:00,3,19,话剧,,广州少年宫蓓蕾剧院,广州,811,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01ebOfba2GdSE50MPpX_!!2251059038.jpg
[],,0,0,儿童亲子,1580,杭州,[],,1_1_611123756002,1816270264,False,0,1,0,1,中外联合TravelStar亲子动漫舞台剧《冲吧！汽车人》一杭州站,中外联合TravelStar亲子动漫舞台剧《冲吧！汽车人》一杭州站,80.0,80-380,380.0,[],611123756002,[],售票中,,2020.05.31-12.31,3,0,,,浙话艺术剧院,杭州,611,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01mfeG372GdSE0lGXmB_!!2251059038.jpg
[],,0,7,展览休闲,1377,成都,[],,1_1_611360261323,1818635317,False,0,1,0,0,空间/室内/ 陈列设计 Workshop,空间/室内/ 陈列设计 Workshop,98.0,98,98.0,[],611360261323,[],售票中,,2020.01.18-12.31,3,39,特色体验,,美洲花园棕榈湾,成都,1372017,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01YP5lkN2GdSE4BNvbU_!!2251059038.jpg
[],艺人：蔡琴,0,1,演唱会,1185,海口,[],艺人：蔡琴,1_1_611558806194,1820620765,False,0,1,0,0,2020蔡琴“好新琴”世界巡回演唱会,2020蔡琴“好新琴”世界巡回演唱会,298.0,298-998,998.0,[],611558806194,[],售票中,,2020.05.01-12.31,3,13,其他,,海口市五源河体育中心体育场,海口,1015033,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01OaQ0LI2GdSFCW4JDt_!!0-item_pic.jpg
[],艺人：洪辰,0,1,演唱会,586,武汉,[],艺人：洪辰,1_1_611370546320,1818738167,False,0,1,0,0,2020洪辰《HER ART/HEART》新专辑巡演 武汉站,2020洪辰《HER ART/HEART》新专辑巡演 武汉站,120.0,120-150,150.0,[],611370546320,[],售票中,,2020.03.07-12.31,3,13,其他,,L7 Livehouse(珞狮路南国大家装A2栋三层),武汉,952010,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01l09bTk2GdSDzJp31b_!!2251059038.jpg
[],,0,0,儿童亲子,1637,湖州,[],,1_1_611322518835,1818257892,False,0,0,0,1,3D多媒体儿童音乐剧《爱丽丝梦游仙境》,3D多媒体儿童音乐剧《爱丽丝梦游仙境》,80.0,80-260,260.0,[],611322518835,[],售票中,,2020.03.28-12.31,3,0,,,湖州左岸剧院,湖州,2291006,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01PZcYE82GdSDzUTbnw_!!2251059038.png
[],,0,2,音乐会,1377,成都,[],,1_1_611023193747,1815264641,False,0,1,0,1,耶鲁大学·威芬普夫斯 阿卡贝拉合唱团音乐会,耶鲁大学·威芬普夫斯 阿卡贝拉合唱团音乐会,100.0,100-480,480.0,[],611023193747,[],售票中,,2020.12.31 周四 19:30,3,18,其他,,成都艺术中心音乐厅(原特仑苏音乐厅),成都,1495,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01ZiiyMB2GdSDyJwTMp_!!2251059038.jpg
[],艺人：高杨,0,3,话剧歌剧,1580,杭州,[],艺人：高杨,1_1_610723632234,1812269026,False,0,1,0,1,音乐剧《第一次约会》,音乐剧《第一次约会》,100.0,100-580,580.0,[],610723632234,[],售票中,,2020.12.05 周六,3,22,音乐剧,,杭州剧院,杭州,365,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01VdiQm02GdSFKC2okr_!!2251059038.png
